id,timestamp,value,,sensors,min,max,count,sum,average
sensor-A,1773218221338,-39.705,,,,,,,
sensor-C,1773218214996,26.678,,,,,,,
sensor-C,1773218214996,-36.111,,,,,,,
sensor-C,1773218214996,19.337,,,,,,,
sensor-A,1773218245285,52.427,,,,,,,
sensor-A,1773218245285,87.545,,,,,,,
sensor-A,1773218242932,-19.263,,,,,,,
sensor-A,1773218242932,27.247,,,,,,,
sensor-C,1773218249711,18.27,,,,,,,
sensor-C,1773218249711,43.161,,,,,,,
sensor-C,1773218249711,20.655,,,,,,,
sensor-C,1773218249711,-6.778,,,,,,,
sensor-D,1773218218474,22.13,,,,,,,
sensor-D,1773218218474,-26.596,,,,,,,
sensor-D,1773218218474,99.313,,,,,,,
sensor-D,1773218218474,-39.211,,,,,,,
sensor-D,1773218251455,7.611,,,,,,,
sensor-D,1773218221762,84.676,,,,,,,
sensor-D,1773218221762,-30.198,,,,,,,
sensor-D,1773218249471,-37.41,,,,,,,
sensor-A,1773218220135,9.566,,,,,,,
sensor-B,1773218258579,23.572,,,,,,,
sensor-B,1773218258579,69.644,,,,,,,
sensor-D,1773218253566,99.375,,,,,,,
sensor-D,1773218253566,-18.363,,,,,,,
sensor-D,1773218253566,-28.778,,,,,,,
sensor-B,1773218262732,71.371,,,,,,,
sensor-C,1773218236338,44.39,,,,,,,
sensor-A,1773218242669,70.175,,,,,,,
sensor-A,1773218242669,81.619,,,,,,,
sensor-A,1773218242669,44.921,,,,,,,
sensor-A,1773218230788,73.376,,,,,,,
sensor-B,1773218247459,4.098,,,,,,,
sensor-B,1773218247459,99.063,,,,,,,
sensor-B,1773218254949,-34.854,,,,,,,
sensor-B,1773218254949,60.463,,,,,,,
sensor-A,1773218224195,24.163,,,,,,,
sensor-A,1773218224195,67.966,,,,,,,
sensor-A,1773218224195,0.293,,,,,,,
sensor-D,1773218232499,-31.504,,,,,,,
sensor-D,1773218232499,-29.647,,,,,,,
sensor-D,1773218232499,41.553,,,,,,,
sensor-C,1773218248591,-38.312,,,,,,,
sensor-C,1773218248591,-28.482,,,,,,,
sensor-A,1773218258748,40.914,,,,,,,
sensor-C,1773218235903,-22.821,,,,,,,
sensor-C,1773218235903,-41.159,,,,,,,
sensor-C,1773218242487,42.352,,,,,,,
sensor-A,1773218218823,33.291,,,,,,,
sensor-A,1773218218823,-9.168,,,,,,,
sensor-A,1773218218823,-35.332,,,,,,,
sensor-A,1773218247777,99.409,,,,,,,
sensor-D,1773218230289,15.533,,,,,,,
sensor-B,1773218224425,93.221,,,,,,,
sensor-B,1773218224425,94.787,,,,,,,
sensor-B,1773218237189,-14.283,,,,,,,
sensor-B,1773218237189,75.467,,,,,,,
sensor-C,1773218242668,-16.292,,,,,,,
sensor-C,1773218242668,22.685,,,,,,,
sensor-C,1773218242668,78.434,,,,,,,
sensor-C,1773218259439,5.315,,,,,,,
sensor-D,1773218217996,-4.066,,,,,,,
sensor-D,1773218217996,-24.444,,,,,,,
sensor-B,1773218216955,45.948,,,,,,,
sensor-B,1773218216955,-14.829,,,,,,,
sensor-C,1773218256468,30.762,,,,,,,
sensor-C,1773218256468,-19.052,,,,,,,
sensor-C,1773218256468,-34.111,,,,,,,
sensor-C,1773218229517,25.785,,,,,,,
sensor-C,1773218229517,-48.21,,,,,,,
sensor-C,1773218253497,-24.154,,,,,,,
sensor-C,1773218253497,-38.755,,,,,,,
sensor-C,1773218262575,13.615,,,,,,,
sensor-C,1773218262575,-16.618,,,,,,,
sensor-C,1773218262575,-48.393,,,,,,,
sensor-B,1773218244281,60.725,,,,,,,
sensor-B,1773218244281,7.075,,,,,,,
sensor-B,1773218244281,38.963,,,,,,,
sensor-B,1773218244281,32.955,,,,,,,
sensor-C,1773218257119,86.047,,,,,,,
sensor-C,1773218257119,59.774,,,,,,,
sensor-C,1773218257119,18.433,,,,,,,
sensor-D,1773218259085,86.996,,,,,,,
sensor-D,1773218259085,91.218,,,,,,,
sensor-B,1773218216751,2.824,,,,,,,
sensor-B,1773218216751,30.969,,,,,,,
sensor-B,1773218216751,91.498,,,,,,,
sensor-B,1773218216751,-5.772,,,,,,,
sensor-A,1773218226951,35.169,,,,,,,
sensor-B,1773218218328,-41.203,,,,,,,
sensor-B,1773218218328,28.316,,,,,,,
sensor-B,1773218218328,-22.465,,,,,,,
sensor-B,1773218218328,4.37,,,,,,,
sensor-C,1773218235380,80.619,,,,,,,
sensor-A,1773218242981,37.106,,,,,,,
sensor-A,1773218242981,73.477,,,,,,,
sensor-A,1773218242981,39.058,,,,,,,
sensor-B,1773218217008,15.455,,,,,,,
sensor-B,1773218217008,-2.638,,,,,,,
sensor-B,1773218234767,63.428,,,,,,,
sensor-B,1773218234767,63.428,,,,,,,
sensor-B,1773218234767,47.109,,,,,,,
sensor-B,1773218234767,12.592,,,,,,,
sensor-B,1773218230032,-14.513,,,,,,,
sensor-B,1773218230032,98.578,,,,,,,
sensor-B,1773218230032,13.352,,,,,,,
sensor-C,1773218258027,28.354,,,,,,,
sensor-C,1773218258027,12.115,,,,,,,
sensor-C,1773218258027,23.731,,,,,,,
sensor-C,1773218258027,-18.794,,,,,,,
sensor-B,1773218214828,45.509,,,,,,,
sensor-B,1773218214828,-27.338,,,,,,,
sensor-D,1773218227874,-27.251,,,,,,,
sensor-C,1773218229027,91.764,,,,,,,
sensor-C,1773218229027,18.943,,,,,,,
sensor-C,1773218237450,13.082,,,,,,,
sensor-C,1773218237450,-29.753,,,,,,,
sensor-C,1773218237450,-5.339,,,,,,,
sensor-C,1773218237450,-29.231,,,,,,,
sensor-B,1773218245734,23.075,,,,,,,
sensor-B,1773218240494,56.103,,,,,,,
sensor-D,1773218213608,38.238,,,,,,,
sensor-D,1773218248077,-1.505,,,,,,,
sensor-B,1773218228363,86.67,,,,,,,
sensor-B,1773218228363,79.858,,,,,,,
sensor-A,1773218230734,-2.1,,,,,,,
sensor-A,1773218230734,70.138,,,,,,,
sensor-C,1773218237917,80.943,,,,,,,
sensor-C,1773218237917,6.57,,,,,,,
sensor-C,1773218237917,1.969,,,,,,,
sensor-D,1773218241465,-17.954,,,,,,,
sensor-D,1773218241465,89.766,,,,,,,
sensor-D,1773218241465,81.311,,,,,,,
sensor-D,1773218241465,20.863,,,,,,,
sensor-A,1773218215183,76.167,,,,,,,
sensor-A,1773218215183,-15.345,,,,,,,
sensor-A,1773218215183,72.45,,,,,,,
sensor-B,1773218225074,38.527,,,,,,,
sensor-B,1773218225074,72.652,,,,,,,
sensor-B,1773218225074,51.809,,,,,,,
sensor-B,1773218225074,19.231,,,,,,,
sensor-B,1773218223947,-39.317,,,,,,,
sensor-B,1773218223947,74.641,,,,,,,
sensor-B,1773218223947,-46.488,,,,,,,
sensor-D,1773218255899,99.133,,,,,,,
sensor-C,1773218243104,14.874,,,,,,,
sensor-C,1773218243104,53.021,,,,,,,
sensor-A,1773218233837,-8.759,,,,,,,
sensor-A,1773218233837,53.207,,,,,,,
sensor-A,1773218233837,19.873,,,,,,,
sensor-A,1773218233837,58.768,,,,,,,
sensor-C,1773218230882,-3.039,,,,,,,
sensor-C,1773218230882,84.915,,,,,,,
sensor-C,1773218244778,43.79,,,,,,,
sensor-B,1773218252526,-34.217,,,,,,,
sensor-D,1773218214684,40.831,,,,,,,
sensor-D,1773218214684,51.121,,,,,,,
sensor-D,1773218214684,-16.811,,,,,,,
sensor-D,1773218214684,-38.583,,,,,,,
sensor-D,1773218229017,-2.441,,,,,,,
sensor-A,1773218240383,-35.157,,,,,,,
sensor-A,1773218240383,1.907,,,,,,,
sensor-B,1773218222470,-3.281,,,,,,,
sensor-D,1773218218758,95.776,,,,,,,
sensor-D,1773218218758,-43.343,,,,,,,
sensor-C,1773218228772,83.26,,,,,,,
sensor-C,1773218228772,-30.033,,,,,,,
sensor-A,1773218246234,83.058,,,,,,,
sensor-A,1773218246234,92.509,,,,,,,
sensor-A,1773218246234,-6.476,,,,,,,
sensor-D,1773218234619,65.424,,,,,,,
sensor-D,1773218236590,96.248,,,,,,,
sensor-D,1773218236590,6.063,,,,,,,
sensor-D,1773218236590,-43.925,,,,,,,
sensor-D,1773218236590,-30.505,,,,,,,
sensor-C,1773218240325,19.226,,,,,,,
sensor-C,1773218240325,-20.614,,,,,,,
sensor-A,1773218259121,81.686,,,,,,,
sensor-D,1773218261271,-45.477,,,,,,,
sensor-D,1773218261271,-24.775,,,,,,,
sensor-D,1773218219370,-23.138,,,,,,,
sensor-D,1773218219370,34.636,,,,,,,
sensor-D,1773218219370,-36.535,,,,,,,
sensor-B,1773218248408,46.2,,,,,,,
sensor-B,1773218248408,-45.552,,,,,,,
sensor-D,1773218228057,-45.895,,,,,,,
sensor-D,1773218228057,48.945,,,,,,,
sensor-D,1773218228057,-5.132,,,,,,,
sensor-D,1773218228057,37.489,,,,,,,
sensor-C,1773218231402,0.58,,,,,,,
sensor-C,1773218231402,39.055,,,,,,,
sensor-A,1773218259624,18.256,,,,,,,
sensor-C,1773218241364,-15.475,,,,,,,
sensor-C,1773218241364,16.987,,,,,,,
sensor-C,1773218241364,22.058,,,,,,,
sensor-B,1773218230327,-25.826,,,,,,,
sensor-C,1773218256735,-31.21,,,,,,,
sensor-C,1773218256735,53.184,,,,,,,
sensor-B,1773218217620,74.602,,,,,,,
sensor-B,1773218217620,37.301,,,,,,,
sensor-B,1773218217620,-41.701,,,,,,,
sensor-B,1773218217620,39.755,,,,,,,
sensor-C,1773218220925,37.29,,,,,,,
sensor-D,1773218221386,12.569,,,,,,,
sensor-D,1773218221386,34.966,,,,,,,
sensor-A,1773218253568,42.896,,,,,,,
sensor-A,1773218253568,22.577,,,,,,,
sensor-A,1773218253568,-42.509,,,,,,,
sensor-A,1773218253568,65.817,,,,,,,
sensor-D,1773218244398,-37.726,,,,,,,
sensor-D,1773218244398,13.126,,,,,,,
sensor-D,1773218244398,13.244,,,,,,,
sensor-C,1773218230630,18.098,,,,,,,
sensor-D,1773218238930,-25.688,,,,,,,
sensor-D,1773218238930,48.574,,,,,,,
sensor-D,1773218238930,5.116,,,,,,,
sensor-D,1773218238930,-34.223,,,,,,,
sensor-C,1773218248603,86.647,,,,,,,
sensor-A,1773218224812,17.14,,,,,,,
sensor-A,1773218224812,17.328,,,,,,,
sensor-D,1773218226709,15.756,,,,,,,
sensor-D,1773218226709,-21.727,,,,,,,
sensor-B,1773218212946,99.076,,,,,,,
sensor-B,1773218220228,34.723,,,,,,,
sensor-B,1773218220228,-18.447,,,,,,,
sensor-B,1773218220228,18.023,,,,,,,
sensor-B,1773218220228,32.359,,,,,,,
sensor-C,1773218223643,99.74,,,,,,,
sensor-C,1773218223643,-26.966,,,,,,,
sensor-C,1773218223643,12.42,,,,,,,
sensor-D,1773218253481,-45.862,,,,,,,
sensor-D,1773218253481,-39.592,,,,,,,
sensor-D,1773218258584,-20.153,,,,,,,
sensor-C,1773218256513,-15.392,,,,,,,
sensor-C,1773218262630,21.899,,,,,,,
sensor-C,1773218262630,27.942,,,,,,,
sensor-C,1773218262630,20.727,,,,,,,
sensor-C,1773218262630,-26.864,,,,,,,
sensor-C,1773218259171,51.032,,,,,,,
sensor-C,1773218259171,95.608,,,,,,,
sensor-C,1773218259171,-38.738,,,,,,,
sensor-C,1773218259171,85.108,,,,,,,
sensor-A,1773218242968,-9.285,,,,,,,
sensor-A,1773218242968,6.725,,,,,,,
sensor-D,1773218214084,92.925,,,,,,,
sensor-C,1773218238054,45.764,,,,,,,
sensor-C,1773218238054,41.745,,,,,,,
sensor-C,1773218238054,3.021,,,,,,,
sensor-C,1773218238054,19.709,,,,,,,
sensor-B,1773218224105,35.098,,,,,,,
sensor-B,1773218224105,87.75,,,,,,,
sensor-B,1773218224105,-14.937,,,,,,,
sensor-D,1773218234644,13.178,,,,,,,
sensor-D,1773218234644,36.424,,,,,,,
sensor-D,1773218245869,-48.623,,,,,,,
sensor-D,1773218245869,62.121,,,,,,,
sensor-D,1773218245869,41.563,,,,,,,
sensor-D,1773218245869,-29.07,,,,,,,
sensor-C,1773218248918,-36.327,,,,,,,
sensor-C,1773218248918,36.698,,,,,,,
sensor-B,1773218228087,-11.375,,,,,,,
sensor-B,1773218224273,85.691,,,,,,,
sensor-D,1773218213993,-45.514,,,,,,,
sensor-D,1773218213993,37.389,,,,,,,
sensor-A,1773218251906,88.16,,,,,,,
sensor-A,1773218251906,62.921,,,,,,,
sensor-A,1773218251906,78.981,,,,,,,
sensor-A,1773218251906,-45.588,,,,,,,
sensor-D,1773218230418,-35.366,,,,,,,
sensor-D,1773218230418,20.563,,,,,,,
sensor-D,1773218248123,75.939,,,,,,,
sensor-D,1773218248123,42.841,,,,,,,
sensor-B,1773218258672,-20.501,,,,,,,
sensor-B,1773218258672,72.702,,,,,,,
sensor-B,1773218252341,20.493,,,,,,,
sensor-B,1773218252341,26.353,,,,,,,
sensor-B,1773218252341,13.761,,,,,,,
sensor-B,1773218252341,69.977,,,,,,,
sensor-C,1773218236933,-0.522,,,,,,,
sensor-C,1773218236933,-14.074,,,,,,,
sensor-C,1773218236933,10.214,,,,,,,
sensor-C,1773218236933,62.836,,,,,,,
sensor-A,1773218226835,-23.959,,,,,,,
sensor-A,1773218228489,-46.483,,,,,,,
sensor-A,1773218228489,-6.791,,,,,,,
sensor-A,1773218228489,-21.971,,,,,,,
sensor-C,1773218228319,51.337,,,,,,,
sensor-C,1773218228319,38.784,,,,,,,
sensor-C,1773218244268,63.071,,,,,,,
sensor-C,1773218244268,4.161,,,,,,,
sensor-C,1773218244268,89.224,,,,,,,
sensor-A,1773218238188,88.798,,,,,,,
sensor-A,1773218238188,0.753,,,,,,,
sensor-A,1773218238188,64.322,,,,,,,
sensor-D,1773218233795,49.271,,,,,,,
sensor-B,1773218220158,59.197,,,,,,,
sensor-D,1773218225758,-41.824,,,,,,,
sensor-D,1773218225758,72.225,,,,,,,
sensor-D,1773218225758,-15.395,,,,,,,
sensor-D,1773218225758,63.248,,,,,,,
sensor-B,1773218213044,35.706,,,,,,,
sensor-B,1773218213044,52.712,,,,,,,
sensor-B,1773218213044,99.845,,,,,,,
sensor-C,1773218215939,90.42,,,,,,,
sensor-C,1773218215939,98.596,,,,,,,
